dissimilarity_used,k,n,time_results,iterations,assignments,cost_calculations,cluster_calculations
manhattan_distance,7,110,0.010030800000095041,6,660,19182,724
manhattan_distance,7,121,0.005039200001192512,3,363,10199,392
manhattan_distance,7,133,0.010801200001878897,5,665,21005,716
manhattan_distance,7,146,0.008698300000105519,4,584,17232,625
manhattan_distance,7,160,0.008635300000605639,3,480,16860,510
manhattan_distance,7,176,0.010779000000184169,3,528,21554,557
manhattan_distance,7,193,0.019622600000730017,5,965,39295,1010
manhattan_distance,7,212,0.016040000002249144,3,636,30342,666
manhattan_distance,7,233,0.0282956999981252,5,1165,56575,1215
manhattan_distance,7,256,0.023358300000836607,4,1024,46370,1067
manhattan_distance,7,281,0.030702299998665694,4,1124,60570,1166
manhattan_distance,7,309,0.06840179999926477,8,2472,135150,2548
manhattan_distance,7,339,0.0562528000009479,5,1695,111849,1747
manhattan_distance,7,372,0.052388199997949414,4,1488,103038,1530
manhattan_distance,7,409,0.08039579999967827,5,2045,159243,2099
manhattan_distance,7,449,0.11959609999757959,7,3143,236175,3220
manhattan_distance,7,493,0.2233352000002924,10,4930,439372,5025
manhattan_distance,7,542,0.16434839999783435,6,3252,320952,3315
manhattan_distance,7,596,0.26999619999696733,9,5364,518218,5457
manhattan_distance,7,655,0.2645950999976776,6,3930,511128,3992
manhattan_distance,7,720,0.1669538999994984,4,2880,322826,2921
manhattan_distance,7,792,0.2580168999993475,5,3960,487528,4011
manhattan_distance,7,871,0.27800630000274396,4,3484,532162,3525
manhattan_distance,7,958,0.43902580000212765,5,4790,853700,4848
manhattan_distance,7,1053,1.0076899000014237,11,11583,1960885,11698
manhattan_distance,7,1158,0.6183774000019184,5,5790,1199074,5843
manhattan_distance,7,1273,1.6652615000020887,11,14003,3205491,14117
manhattan_distance,7,1400,0.7715066999990086,5,7000,1498986,7056
manhattan_distance,7,1540,0.9534998999988602,5,7700,1832178,7759
manhattan_distance,7,1694,1.4781239000003552,6,10164,2845398,10227
manhattan_distance,7,1863,1.8031614999999874,6,11178,3450812,11233
manhattan_distance,7,2049,1.9636901000012585,6,12294,3765136,12359
manhattan_distance,7,2253,1.6541210000032152,4,9012,3174198,9056
manhattan_distance,7,2478,2.939919699998427,6,14868,5632046,14934
manhattan_distance,7,2725,3.54363419999936,6,16350,6772368,16420
manhattan_distance,7,2997,5.810325099999318,7,20979,11166419,21055
manhattan_distance,7,3296,6.427972299999965,7,23072,12367004,23142
manhattan_distance,7,3625,16.977081799999723,13,47125,31438679,47269
manhattan_distance,7,3987,7.399720599998545,6,23922,14300586,23992
manhattan_distance,7,4385,7.722882700003538,5,21925,14945865,21985
manhattan_distance,7,4823,18.704878300002747,10,48230,35675022,48344
manhattan_distance,7,5305,25.37186490000022,11,58355,48924987,58476
manhattan_distance,7,5835,30.765829800002393,10,58350,58933272,58463
manhattan_distance,7,6418,24.52125040000101,7,44926,47017260,45001
manhattan_distance,7,7059,35.43463979999797,6,42354,65490246,42420
manhattan_distance,7,7764,39.29118910000034,8,62112,75151846,62207
manhattan_distance,7,8540,44.89664609999818,6,51240,85130528,51311
manhattan_distance,7,9394,92.28318320000108,12,112728,176744680,112857
manhattan_distance,7,10333,112.13895629999752,13,134329,213897005,134476
manhattan_distance,7,11366,164.47723530000076,14,159124,309865092,159279
cosine_similarity,2,100,0.016845300000568386,2,200,13202,206
cosine_similarity,2,110,0.027436299998953473,3,330,22744,338
cosine_similarity,2,121,0.009316100004070904,1,121,7684,123
cosine_similarity,2,133,0.025715299998410046,2,266,21200,271
cosine_similarity,2,146,0.019588999995903578,1,146,16096,148
cosine_similarity,2,160,0.016704600006050896,1,160,13352,162
cosine_similarity,2,176,0.021369900001445785,1,176,16898,178
cosine_similarity,2,193,0.023199499999464024,1,193,19204,195
cosine_similarity,2,212,0.05970279999746708,2,424,49146,429
cosine_similarity,2,233,0.034735100001853425,1,233,29704,235
cosine_similarity,2,256,0.113102200004505,2,512,94324,517
cosine_similarity,2,281,0.06041850000474369,1,281,48136,283
cosine_similarity,2,309,0.11856819999957224,2,618,97364,623
cosine_similarity,2,339,0.1573253999958979,2,678,125944,683
cosine_similarity,2,372,0.10715599999821279,1,372,85446,374
cosine_similarity,2,409,0.12013419999857433,1,409,96572,411
cosine_similarity,2,449,0.13043679999827873,1,449,102148,451
cosine_similarity,2,493,0.17697319999570027,1,493,144016,495
cosine_similarity,2,542,0.37016659999790136,2,1084,301026,1089
cosine_similarity,2,596,0.48463870000705356,2,1192,391058,1197
cosine_similarity,2,655,0.26679650000005495,1,655,216478,657
cosine_similarity,2,720,0.33185080000112066,1,720,261360,722
cosine_similarity,2,792,0.8642183000047226,2,1584,701410,1589
cosine_similarity,2,871,0.4704076000052737,1,871,381934,873
cosine_similarity,2,958,1.308173600002192,2,1916,1062666,1922
cosine_similarity,2,1053,1.954578800003219,2,2106,1571552,2111
cosine_similarity,2,1158,0.8263908000008087,1,1158,673956,1160
cosine_similarity,2,1273,2.0702453999983845,2,2546,1674292,2551
cosine_similarity,2,1400,2.4366146999964258,2,2800,1970900,2806
cosine_similarity,2,1540,1.5679847999999765,1,1540,1271222,1542
cosine_similarity,2,1694,1.7799734000000171,1,1694,1439900,1696
cosine_similarity,2,1863,2.202129999997851,1,1863,1741898,1865
cosine_similarity,2,2049,2.635413100004371,1,2049,2105348,2051
cosine_similarity,2,2253,11.759192499994242,2,4506,9478588,4512
cosine_similarity,2,2478,3.78669319999608,1,2478,3077676,2480
cosine_similarity,2,2725,13.548482199999853,2,5450,11067760,5455
cosine_similarity,2,2997,5.523779299997841,1,2997,4499996,2999
cosine_similarity,2,3296,13.657682600001863,2,6592,11138290,6597
cosine_similarity,2,3625,16.35617509999429,2,7250,13253540,7255
cosine_similarity,2,3987,9.824870999997074,1,3987,7975358,3989
cosine_similarity,2,4385,11.833462000002328,1,4385,9627268,4387
cosine_similarity,2,4823,14.740762300003553,1,4823,12054646,4825
cosine_similarity,2,5305,22.407489500001248,1,5305,18312752,5307
cosine_similarity,2,5835,94.99477710000065,3,17505,76674462,17514
cosine_similarity,2,6418,95.13920189999772,3,19254,76998098,19262
cosine_similarity,2,7059,31.51381019999826,1,7059,25481930,7061
cosine_similarity,2,7764,37.12566910000169,1,7764,30172118,7766
cosine_similarity,2,8540,44.80787849999615,1,8540,36491420,8542
cosine_similarity,2,9394,125.84165309999662,2,18788,101664074,18793
cosine_similarity,3,100,0.007145800002035685,1,100,5138,103
cosine_similarity,3,110,0.00829659999726573,1,110,6854,113
cosine_similarity,3,121,0.010677999998733867,1,121,8909,124
cosine_similarity,3,133,0.010671399999409914,1,133,8549,136
cosine_similarity,3,146,0.009938299997884315,1,146,8020,149
cosine_similarity,3,160,0.012610500001756009,1,160,10326,163
cosine_similarity,3,176,0.014451400005782489,1,176,12138,179
cosine_similarity,3,193,0.021749300001829397,1,193,17879,196
cosine_similarity,3,212,0.030042499995033722,1,212,24942,215
cosine_similarity,3,233,0.0265099000025657,1,233,21273,236
cosine_similarity,3,256,0.045843399995646905,1,256,37320,259
cosine_similarity,3,281,0.056058499998471234,1,281,44745,284
cosine_similarity,3,309,0.06698630000028061,1,309,54281,312
cosine_similarity,3,339,0.1304357999979402,2,678,108748,685
cosine_similarity,3,372,0.08465269999578595,1,372,69774,375
cosine_similarity,3,409,0.19392550000338815,2,818,159680,825
cosine_similarity,3,449,0.140035500000522,1,449,113697,452
cosine_similarity,3,493,0.1507876999967266,1,493,119631,496
cosine_similarity,3,542,0.20679110000492074,1,542,165250,545
cosine_similarity,3,596,0.2480481999955373,1,596,200800,599
cosine_similarity,3,655,0.28649120000045514,1,655,232237,658
cosine_similarity,3,720,0.2705402999999933,1,720,216306,723
cosine_similarity,3,792,0.4089503000068362,1,792,329870,795
cosine_similarity,3,871,0.37184870000055525,1,871,302589,874
cosine_similarity,3,958,1.172730699996464,2,1916,936940,1923
cosine_similarity,3,1053,0.7072998000003281,1,1053,578157,1056
cosine_similarity,3,1158,0.9248910000023898,1,1158,748076,1161
cosine_similarity,3,1273,1.03179519999685,1,1273,835157,1276
cosine_similarity,3,1400,1.347994199997629,1,1400,1093262,1403
cosine_similarity,3,1540,0.9782593999989331,1,1540,796694,1543
cosine_similarity,3,1694,2.519012999997358,2,3388,2041594,3396
cosine_similarity,3,1863,2.1601399999999558,1,1863,1758149,1866
cosine_similarity,3,2049,2.116967800000566,1,2049,1698161,2052
cosine_similarity,3,2253,5.184115100004419,2,4506,4126310,4514
cosine_similarity,3,2478,3.0113092999963555,1,2478,2430662,2481
cosine_similarity,3,2725,5.028008100001898,1,2725,4059093,2728
cosine_similarity,3,2997,5.584738700003072,1,2997,4523733,3000
cosine_similarity,3,3296,6.674808700001449,1,3296,5400370,3299
cosine_similarity,3,3625,8.965675599996757,1,3625,7233761,3628
cosine_similarity,3,3987,8.22663289999764,1,3987,6649649,3990
cosine_similarity,3,4385,8.265829800002393,1,4385,6716509,4388
cosine_similarity,3,4823,22.26482109999779,2,9646,18060642,9654
cosine_similarity,3,5305,25.683644099997764,2,10610,20715878,10617
cosine_similarity,3,5835,14.934241700000712,1,5835,12111789,5838
cosine_similarity,3,6418,21.27422999999544,1,6418,17261866,6421
cosine_similarity,3,7059,54.436341400003585,2,14118,44194444,14125
cosine_similarity,3,7764,42.45278220000182,1,7764,34198026,7767
cosine_similarity,3,8540,69.15152050000324,1,8540,55546752,8543
cosine_similarity,3,9394,91.63646030000382,2,18788,73893606,18795
cosine_similarity,3,10333,44.97197070000402,1,10333,36319631,10336
cosine_similarity,3,11366,89.20426930000394,1,11366,71535266,11369
cosine_similarity,3,12502,74.6975517000028,1,12502,59772862,12505
cosine_similarity,3,13752,116.74064170000202,1,13752,93844098,13755
cosine_similarity,3,15127,138.69813279999653,1,15127,111406335,15130
cosine_similarity,4,100,0.006576599997060839,1,100,4070,104
cosine_similarity,4,110,0.005556699994485825,1,110,4680,114
cosine_similarity,4,121,0.009284600004320964,1,121,7190,125
cosine_similarity,4,133,0.007621099997777492,1,133,6434,137
cosine_similarity,4,146,0.0074034999997820705,1,146,6140,150
cosine_similarity,4,160,0.014780800003791228,1,160,11770,164
cosine_similarity,4,176,0.014617099994211458,1,176,12050,180
cosine_similarity,4,193,0.015434499997354578,1,193,12358,197
cosine_similarity,4,212,0.016393600002629682,1,212,13634,216
cosine_similarity,4,233,0.02789160000247648,1,233,23126,237
cosine_similarity,4,256,0.040307399998710025,1,256,33158,260
cosine_similarity,4,281,0.037210299997241236,1,281,30100,285
cosine_similarity,4,309,0.05062550000002375,1,309,41468,313
cosine_similarity,4,339,0.05266729999857489,1,339,42902,343
cosine_similarity,4,372,0.05888080000295304,1,372,48564,376
cosine_similarity,4,409,0.11811820000002626,1,409,97086,413
cosine_similarity,4,449,0.08246209999924758,1,449,66188,453
cosine_similarity,4,493,0.08608109999477165,1,493,70920,497
cosine_similarity,4,542,0.11893569999665488,1,542,96146,546
cosine_similarity,4,596,0.21601899999950547,1,596,172014,600
cosine_similarity,4,655,0.16878320000250824,1,655,135138,659
cosine_similarity,4,720,0.1845963000014308,1,720,147218,724
cosine_similarity,4,792,0.244294500000251,1,792,190662,796
cosine_similarity,4,871,0.33042399999976624,1,871,264034,875
cosine_similarity,4,958,0.4863353999971878,1,958,391524,962
cosine_similarity,4,1053,0.3820486999975401,1,1053,303760,1057
cosine_similarity,4,1158,0.6011050999950385,1,1158,480754,1162
cosine_similarity,4,1273,0.5480080999986967,1,1273,440566,1277
cosine_similarity,4,1400,0.6150205000012647,1,1400,499026,1404
cosine_similarity,4,1540,1.4620426000037696,1,1540,1182034,1544
cosine_similarity,4,1694,1.2438628999952925,1,1694,1002220,1698
cosine_similarity,4,1863,1.3405793999991147,1,1863,1081786,1867
cosine_similarity,4,2049,1.3244913999951677,1,2049,1068822,2053
cosine_similarity,4,2253,1.7881830999976955,1,2253,1436804,2257
cosine_similarity,4,2478,4.175748100002238,1,2478,3347624,2482
cosine_similarity,4,2725,2.7973993999985396,1,2725,2253038,2729
cosine_similarity,4,2997,7.912253399998008,2,5994,6391938,6003
cosine_similarity,4,3296,3.803277999999409,1,3296,3067744,3300
cosine_similarity,4,3625,12.619057399999292,2,7250,10207884,7259
cosine_similarity,4,3987,5.5331212999954005,1,3987,4473752,3991
cosine_similarity,4,4385,6.653710800004774,1,4385,5393308,4389
cosine_similarity,4,4823,14.641662399997585,1,4823,11874076,4827
cosine_similarity,4,5305,9.863000600002124,1,5305,7967570,5309
cosine_similarity,4,5835,11.857515100004093,1,5835,9595532,5839
cosine_similarity,4,6418,12.918996000000334,1,6418,10478724,6422
cosine_similarity,4,7059,17.52230689999851,1,7059,14168508,7063
cosine_similarity,4,7764,19.66986399999587,1,7764,15848040,7768
cosine_similarity,4,8540,38.067091199998686,1,8540,27903350,8544
cosine_similarity,4,9394,30.348995400003332,1,9394,23405084,9398
cosine_similarity,4,10333,40.74250909999682,1,10333,31528228,10337
cosine_similarity,4,11366,83.41814390000218,1,11366,63673898,11370
cosine_similarity,4,12502,78.21490080000513,1,12502,60014994,12506
cosine_similarity,4,13752,124.87746019999759,1,13752,94750520,13756
cosine_similarity,5,100,0.004997500000172295,1,100,3270,105
cosine_similarity,5,110,0.004965200001606718,1,110,4026,115
cosine_similarity,5,121,0.006047499999112915,1,121,4925,126
cosine_similarity,5,133,0.006938599995919503,1,133,5539,138
cosine_similarity,5,146,0.007042400000500493,1,146,5704,151
cosine_similarity,5,160,0.010909600001468789,1,160,8836,165
cosine_similarity,5,176,0.010390800001914613,1,176,8304,181
cosine_similarity,5,193,0.02524039999843808,1,193,20075,198
cosine_similarity,5,212,0.016025800003262702,1,212,12870,217
cosine_similarity,5,233,0.017498300003353506,1,233,13819,238
cosine_similarity,5,256,0.019139199997880496,1,256,15638,261
cosine_similarity,5,281,0.02614279999397695,1,281,20985,286
cosine_similarity,5,309,0.031009600003017113,1,309,25201,314
cosine_similarity,5,339,0.038287299998046365,1,339,30857,344
cosine_similarity,5,372,0.06325229999492876,1,372,51070,377
cosine_similarity,5,409,0.05151730000216048,1,409,40947,414
cosine_similarity,5,449,0.09518450000177836,1,449,74311,454
cosine_similarity,5,493,0.1571327999990899,1,493,124567,498
cosine_similarity,5,542,0.10613759999978356,1,542,83222,547
cosine_similarity,5,596,0.11461710000003222,1,596,89642,601
cosine_similarity,5,655,0.1506463000041549,1,655,117575,660
cosine_similarity,5,720,0.16962990000320133,1,720,134002,725
cosine_similarity,5,792,0.31766939999943133,1,792,249686,797
cosine_similarity,5,871,0.25455750000401167,1,871,201493,876
cosine_similarity,5,958,0.2800121999971452,1,958,222182,963
cosine_similarity,5,1053,0.3115604999984498,1,1053,244861,1058
cosine_similarity,5,1158,0.7152982999978121,1,1158,560334,1163
cosine_similarity,5,1273,0.8532157999943593,1,1273,674481,1278
cosine_similarity,5,1400,1.039898400005768,1,1400,811616,1405
cosine_similarity,5,1540,1.2406062000009115,1,1540,958372,1545
cosine_similarity,5,1694,1.1165834999992512,1,1694,880870,1699
cosine_similarity,5,1863,1.1549175000036485,1,1863,906141,1868
cosine_similarity,5,2049,1.2666381999952137,1,2049,995545,2054
cosine_similarity,5,2253,2.1180991000001086,1,2253,1654891,2258
cosine_similarity,5,2478,2.5610862000030465,1,2478,2013178,2483
cosine_similarity,5,2725,2.6017675999974017,1,2725,2018465,2730
cosine_similarity,5,2997,2.858286800001224,1,2997,2236875,3002
cosine_similarity,5,3296,2.919312500001979,1,3296,2302182,3301
cosine_similarity,5,3625,3.6539492000010796,1,3625,2843107,3630
cosine_similarity,5,3987,4.989076899997599,1,3987,3905569,3992
cosine_similarity,5,4385,6.834946599999967,1,4385,5390479,4390
cosine_similarity,5,4823,7.272079100002884,1,4823,5741301,4828
cosine_similarity,5,5305,9.258937599995988,1,5305,7245067,5310
cosine_similarity,5,5835,15.26833899999474,1,5835,11970041,5840
cosine_similarity,5,6418,17.018447199996444,1,6418,13282380,6423
cosine_similarity,5,7059,14.185439699998824,1,7059,11085221,7064
cosine_similarity,5,7764,21.27422089999891,1,7764,16620718,7769
cosine_similarity,5,8540,22.333973900000274,1,8540,17470844,8545
cosine_similarity,5,9394,28.18400660000043,1,9394,22166240,9399
cosine_similarity,5,10333,46.53890020000108,1,10333,36397103,10338
cosine_similarity,5,11366,51.12048759999743,1,11366,39789678,11371
cosine_similarity,5,12502,52.43553759999486,1,12502,41581642,12507
cosine_similarity,5,13752,60.84512650000397,1,13752,48619418,13757
cosine_similarity,5,15127,79.43352050000249,1,15127,60539037,15132
cosine_similarity,5,16639,125.14036620000115,1,16639,95348217,16644
cosine_similarity,6,100,0.006651100004091859,1,100,4050,106
cosine_similarity,6,110,0.0037611000007018447,1,110,3084,116
cosine_similarity,6,121,0.00604610000300454,1,121,4422,127
cosine_similarity,6,133,0.008034200000111014,1,133,6342,139
cosine_similarity,6,146,0.006903100002091378,1,146,5508,152
cosine_similarity,6,160,0.008263000003353227,1,160,6756,166
cosine_similarity,6,176,0.016563199998927303,1,176,13320,182
cosine_similarity,6,193,0.01410260000557173,1,193,10818,199
cosine_similarity,6,212,0.021338999998988584,1,212,12826,218
cosine_similarity,6,233,0.020166500005871058,1,233,15924,239
cosine_similarity,6,256,0.018578200004412793,1,256,14738,262
cosine_similarity,6,281,0.02292429999943124,1,281,18474,287
cosine_similarity,6,309,0.0288425000035204,1,309,23438,315
cosine_similarity,6,339,0.03809650000039255,1,339,30588,345
cosine_similarity,6,372,0.03781350000645034,1,372,30502,378
cosine_similarity,6,409,0.06577379999362165,1,409,51126,415
cosine_similarity,6,449,0.0753815999996732,1,449,59590,455
cosine_similarity,6,493,0.060705900003085844,1,493,47820,499
cosine_similarity,6,542,0.07312559999991208,1,542,57850,548
cosine_similarity,6,596,0.10337939999590162,1,596,82574,602
cosine_similarity,6,655,0.12156300000060583,1,655,95750,661
cosine_similarity,6,720,0.14050020000286167,1,720,110310,726
cosine_similarity,6,792,0.18203489999723388,1,792,145984,798
cosine_similarity,6,871,0.3174174000014318,1,871,251438,877
cosine_similarity,6,958,0.2633205000020098,1,958,209936,964
cosine_similarity,6,1053,0.31074810000427533,1,1053,247862,1059
cosine_similarity,6,1158,0.36329429999750573,1,1158,288598,1164
cosine_similarity,6,1273,0.6656084999995073,1,1273,519086,1279
cosine_similarity,6,1400,0.5921564000018407,1,1400,464312,1406
cosine_similarity,6,1540,0.565970899995591,1,1540,442968,1546
cosine_similarity,6,1694,0.6683701000001747,1,1694,525860,1700
cosine_similarity,6,1863,1.3802281000025687,1,1863,1082894,1869
cosine_similarity,6,2049,1.09773370000039,1,2049,865126,2055
cosine_similarity,6,2253,1.649793899996439,1,2253,1286932,2259
cosine_similarity,6,2478,2.140422900003614,1,2478,1680448,2484
cosine_similarity,6,2725,1.752422600002319,1,2725,1362562,2731
cosine_similarity,6,2997,2.5965684999973746,1,2997,2046750,3003
cosine_similarity,6,3296,2.643308099999558,1,3296,2071458,3302
cosine_similarity,6,3625,4.074867799994536,1,3625,3185882,3631
cosine_similarity,6,3987,7.065614200000709,1,3987,5552058,3993
cosine_similarity,6,4385,6.8862466999999015,1,4385,5384020,4391
cosine_similarity,6,4823,6.607989100004488,1,4823,5194580,4829
cosine_similarity,6,5305,7.5533926999996766,1,5305,5919772,5311
cosine_similarity,6,5835,8.557828700002574,1,5835,6732640,5841
cosine_similarity,6,6418,10.119552800002566,1,6418,7946534,6424
cosine_similarity,6,7059,14.558162299996184,1,7059,11416634,7065
cosine_similarity,6,7764,15.705298000000766,1,7764,12330756,7770
cosine_similarity,6,8540,26.445548099996813,1,8540,20788770,8546
cosine_similarity,6,9394,24.422391400003107,1,9394,19554368,9400
cosine_similarity,6,10333,28.59864689999813,1,10333,22998422,10339
cosine_similarity,6,11366,30.202700200003164,1,11366,24287662,11372
cosine_similarity,6,12502,55.750537100000656,1,12502,44234472,12508
cosine_similarity,6,13752,76.52389219999895,1,13752,61386938,13758
cosine_similarity,6,15127,69.51586210000096,1,15127,55805114,15133
cosine_similarity,6,16639,69.28951930000039,1,16639,55444582,16645
cosine_similarity,6,18302,92.93653369999811,1,18302,73557066,18308
cosine_similarity,6,20132,113.53376569999818,1,20132,88642694,20138
cosine_similarity,6,22145,141.94188920000306,1,22145,113113620,22151
cosine_similarity,7,100,0.004807299999811221,1,100,2412,107
cosine_similarity,7,110,0.003903999997419305,1,110,3342,117
cosine_similarity,7,121,0.004118400000152178,1,121,3395,128
cosine_similarity,7,133,0.005461100001411978,1,133,4639,140
cosine_similarity,7,146,0.007809100003214553,1,146,6432,153
cosine_similarity,7,160,0.007391099999949802,1,160,5792,167
cosine_similarity,7,176,0.010413299998617731,1,176,8728,183
cosine_similarity,7,193,0.008979800004453864,1,193,7695,200
cosine_similarity,7,212,0.014048199998796917,1,212,11644,219
cosine_similarity,7,233,0.02242619999742601,1,233,18639,240
cosine_similarity,7,256,0.01849229999788804,1,256,15042,263
cosine_similarity,7,281,0.021602200002234895,1,281,17831,288
cosine_similarity,7,309,0.030349200002092402,1,309,24699,316
cosine_similarity,7,339,0.028534899996884633,1,339,23695,346
cosine_similarity,7,372,0.035199899997678585,1,372,30092,379
cosine_similarity,7,409,0.046244400000432506,1,409,37861,416
cosine_similarity,7,449,0.055180700001074,1,449,43917,456
cosine_similarity,7,493,0.05895330000203103,1,493,48711,500
cosine_similarity,7,542,0.06294440000056056,1,542,52142,549
cosine_similarity,7,596,0.09157440000126371,1,596,74334,603
cosine_similarity,7,655,0.11207779999676859,1,655,90009,662
cosine_similarity,7,720,0.11104850000265287,1,720,91362,727
cosine_similarity,7,792,0.20829349999985425,1,792,170128,799
cosine_similarity,7,871,0.22503539999888744,1,871,183295,878
cosine_similarity,7,958,0.24450719999731518,1,958,200166,965
cosine_similarity,7,1053,0.23119489999953657,1,1053,188373,1060
cosine_similarity,7,1158,0.40634919999865815,1,1158,332410,1165
cosine_similarity,7,1273,0.4444359000044642,1,1273,354335,1280
cosine_similarity,7,1400,0.4756876000028569,1,1400,381652,1407
cosine_similarity,7,1540,0.5330136000047787,1,1540,427824,1547
cosine_similarity,7,1694,1.111853099995642,1,1694,901160,1701
cosine_similarity,7,1863,0.95175670000026,1,1863,763111,1870
cosine_similarity,7,2049,0.8577931999971042,1,2049,682117,2056
cosine_similarity,7,2253,1.1234591000029468,1,2253,904497,2260
cosine_similarity,7,2478,1.4549903000006452,1,2478,1159390,2485
cosine_similarity,7,2725,1.4857696999970358,1,2725,1204645,2732
cosine_similarity,7,2997,2.1416379000002053,1,2997,1688497,3004
cosine_similarity,7,3296,2.608627699999488,1,3296,2063156,3303
cosine_similarity,7,3625,2.972403799998574,1,3625,2380173,3632
cosine_similarity,7,3987,3.323709800002689,1,3987,2638807,3994
cosine_similarity,7,4385,4.966725600002974,1,4385,4008371,4392
cosine_similarity,7,4823,5.152205499995034,1,4823,4191059,4830
cosine_similarity,7,5305,6.4738865999970585,1,5305,5190599,5312
cosine_similarity,7,5835,9.46525290000136,1,5835,7580831,5842
cosine_similarity,7,6418,10.003166100003,1,6418,7931162,6425
cosine_similarity,7,7059,13.540839399996912,1,7059,10571995,7066
cosine_similarity,7,7764,14.530415599998378,1,7764,11665768,7771
cosine_similarity,7,8540,24.15621629999805,1,8540,19386416,8547
cosine_similarity,7,9394,27.480885600001784,1,9394,19612336,9401
cosine_similarity,7,10333,27.929069099998742,1,10333,21682099,10340
cosine_similarity,7,11366,28.83030680000229,1,11366,22431110,11373
cosine_similarity,7,12502,44.35717470000236,1,12502,34350730,12509
cosine_similarity,7,13752,39.61931470000127,1,13752,30816612,13759
cosine_similarity,7,15127,48.920191600002,1,15127,37880237,15134
cosine_similarity,7,16639,76.11683289999928,1,16639,57957067,16646
cosine_similarity,7,18302,102.15062169999874,1,18302,80517050,18309
cosine_similarity,7,20132,95.42575080000097,1,20132,75590554,20139
cosine_similarity,7,22145,140.1581875999982,1,22145,110539927,22152
