dissimilarity_used,k,n,time_results,iterations,assignments,cost_calculations,cluster_calculations,vj_calculations
cosine_similarity,7,110,0.07287709999945946,2,220,6339,237,12100
cosine_similarity,7,121,0.09512009999889415,1,121,7509,128,14641
cosine_similarity,7,133,0.1691376000017044,2,266,9191,282,17689
cosine_similarity,7,146,0.1616217000046163,1,146,10884,153,21316
cosine_similarity,7,160,0.21130360000097426,2,320,13214,335,25600
cosine_similarity,7,176,0.2818799000015133,2,352,15942,367,30976
cosine_similarity,7,193,0.3704102000046987,2,386,19121,401,37249
cosine_similarity,7,212,0.4766534000009415,1,212,22797,219,44944
cosine_similarity,7,233,0.6627889000010327,2,466,27741,482,54289
cosine_similarity,7,256,0.852139000002353,2,512,33422,527,65536
cosine_similarity,7,281,1.145166499998595,2,562,40197,578,78961
cosine_similarity,7,309,1.5573084999996354,2,618,48527,633,95481
cosine_similarity,7,339,2.096048699997482,2,678,58322,694,114921
cosine_similarity,7,372,2.8106270999996923,2,744,70136,762,138384
cosine_similarity,7,409,3.8108659999998054,2,818,84677,834,167281
cosine_similarity,7,449,5.3329424999974435,2,898,101937,913,201601
cosine_similarity,7,493,6.951252200000454,2,986,122771,1002,243049
cosine_similarity,7,542,9.694456600002013,2,1084,148251,1101,293764
cosine_similarity,7,596,13.51423629999772,2,1192,179112,1207,355216
cosine_similarity,7,655,18.33389519999764,2,1310,216164,1325,429025
cosine_similarity,7,720,25.511053599999286,2,1440,261014,1455,518400
cosine_similarity,7,792,35.20991229999345,2,1584,315626,1601,627264
cosine_similarity,7,871,48.46902219999902,2,1742,381512,1758,758641
cosine_similarity,7,958,66.20074320000276,2,1916,461291,1931,917764
cosine_similarity,7,1053,88.26189850000083,1,1053,555991,1060,1108809
cosine_similarity,7,1158,120.63949680000223,2,2316,673391,2331,1340964
